,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,specialization,Doctor Name,rating,Available Date,Available time,Hospital Address,Hospital Address City,Symptoms
90,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Thorndike Levinge,1,19/05/2024,18:17:00,3 Helena Drive,Almenara,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
91,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Lance Andreou,2,27/04/2024,13:53:00,825 Golden Leaf Court,Nangerang,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
92,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Rosalinda Yegorev,5,15/05/2024,11:13:00,0 Onsgard Park,Roubaix,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
93,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Glynn Stoter,5,27/05/2024,09:27:00,5 Doe Crossing Way,Kasli,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
94,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Caro Farnan,2,27/04/2024,11:05:00,797 Steensland Pass,Stará Paka,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
95,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Pacorro Schimank,5,19/05/2024,08:10:00,874 Melody Trail,Bambanglipuro,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
96,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Revkah Murrhaupt,4,2024-08-05 00:00:00,17:05:00,49968 Stang Plaza,Ningtang,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
97,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Kathlin Kendrick,2,15/05/2024,20:03:00,523 Farwell Hill,Tumu,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
98,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Gertrudis Geydon,5,30/04/2024,11:15:00,12 Scofield Park,Nicoya,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
99,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Valene Vallery,4,22/05/2024,12:12:00,51 Spaight Way,Jönköping,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
100,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Halli Shackleford,1,19/05/2024,15:05:00,01218 Prairieview Plaza,Dongmazar,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
101,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Tony Lengthorn,1,2024-04-05 00:00:00,11:28:00,7 Quincy Junction,Shiwan,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
102,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Kelly Hinkins,3,2024-08-05 00:00:00,11:39:00,06309 Dakota Hill,Qianfoling,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
103,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Darrick Figger,3,18/05/2024,09:17:00,2 Sage Pass,Hyrynsalmi,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
104,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Amble Caccavella,5,29/04/2024,13:27:00,74016 Riverside Avenue,Taokeng,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
105,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Maxine Alesi,3,24/05/2024,18:46:00,11 Center Pass,Marignane,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
106,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Nickolaus Gorham,1,15/05/2024,12:54:00,8 Aberg Hill,Chengkou,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
107,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Zonnya Deware,3,26/04/2024,17:37:00,5 Ruskin Road,Ciyu,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
108,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Louisette Cheevers,3,29/05/2024,10:09:00,84246 Arapahoe Way,Tanjungrejo Lor,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
109,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Tallie Djurisic,5,2024-10-05 00:00:00,16:44:00,28 Twin Pines Center,Kangmei,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
110,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Lucais Wozencraft,2,28/05/2024,16:50:00,640 Pearson Park,Getung,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
111,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Lindon Noods,3,29/05/2024,09:23:00,34642 Lakewood Gardens Terrace,Lubao,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
112,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Sutherlan Plante,3,29/05/2024,14:32:00,84 Shelley Lane,Al Ḩarajah,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
113,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Charles Thying,5,26/05/2024,18:40:00,1887 Mitchell Court,Szeged,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
114,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Bonita Riordan,5,24/05/2024,15:27:00,63 Jenna Pass,Uddevalla,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
115,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Laural Shoebrook,2,30/04/2024,12:58:00,4479 Burning Wood Place,Nanshe,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
116,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Fawnia Clubbe,3,19/05/2024,09:08:00,76528 Meadow Vale Terrace,Dallas,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
117,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Alexis Dailey,4,2024-12-05 00:00:00,09:10:00,09 Washington Center,Murom,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
118,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Rosy Verdie,2,14/05/2024,19:57:00,9997 Florence Circle,Bururi,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
119,(vertigo) Paroymsal Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,(ENT) specialist,Arne Dendon,1,28/04/2024,18:23:00,6641 Kensington Junction,Nahariya,"vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
120,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Gilly Scarrott,5,2024-02-05 00:00:00,08:40:00,6 Sheridan Lane,Koundara,"skin_rash, pus_filled_pimples, blackheads, scurring"
121,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Annamarie Wotherspoon,4,26/04/2024,18:32:00,8 Carioca Park,Renshan,"skin_rash, pus_filled_pimples, blackheads, scurring"
122,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Gallard Griniov,2,27/05/2024,11:54:00,36887 Browning Hill,Tiblawan,"pus_filled_pimples, blackheads, scurring"
123,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Xylina Lloyd-Williams,2,30/04/2024,17:23:00,0736 Sachs Trail,Magarao,"skin_rash, blackheads, scurring"
124,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Bobbi Coules,5,21/05/2024,10:50:00,384 Eastwood Way,Kafr Şūr,"skin_rash, pus_filled_pimples, scurring"
125,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Blinny Buxton,4,16/05/2024,12:24:00,74815 Hanson Court,Karanganyar,"skin_rash, pus_filled_pimples, blackheads"
126,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Poppy Flaunders,5,2024-02-05 00:00:00,11:29:00,15 Vera Avenue,Vila Nova de Gaia,"skin_rash, pus_filled_pimples, blackheads, scurring"
127,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Lowe Ventura,4,28/05/2024,11:07:00,7 Saint Paul Crossing,Namangan Shahri,"skin_rash, pus_filled_pimples, blackheads"
128,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Hillary Ballsdon,3,25/04/2024,15:33:00,1 Dakota Terrace,Pyatigorskiy,"skin_rash, pus_filled_pimples, scurring"
129,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Pedro Cordell,3,25/04/2024,12:55:00,68969 Ridgeview Lane,San Isidro,"skin_rash, blackheads, scurring"
130,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Natassia Flag,3,29/05/2024,20:42:00,8 Londonderry Place,Tapilon,"skin_rash, pus_filled_pimples, blackheads, scurring"
131,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Lee Arni,4,28/05/2024,20:20:00,885 Eagan Lane,Choloma,"skin_rash, pus_filled_pimples, blackheads, scurring"
132,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Tammara Hildrew,4,2024-11-05 00:00:00,16:42:00,0385 Hooker Avenue,Jandir,"pus_filled_pimples, blackheads, scurring"
133,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Ancell Finicj,5,30/04/2024,14:46:00,26868 Starling Alley,Yuexi,"skin_rash, blackheads, scurring"
134,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Brander Jickells,4,2024-12-05 00:00:00,16:42:00,8 Namekagon Center,Bafatá,"skin_rash, pus_filled_pimples, scurring"
135,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Katrina Barrott,4,2024-08-05 00:00:00,14:41:00,2700 Lawn Park,Aluminé,"skin_rash, pus_filled_pimples, blackheads"
136,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Kerrin Bendell,5,30/05/2024,11:05:00,88023 Golf Course Avenue,Hallsberg,"skin_rash, pus_filled_pimples, blackheads, scurring"
137,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Vallie Serrier,2,29/04/2024,19:41:00,22 Valley Edge Way,Llusco,"skin_rash, pus_filled_pimples, blackheads"
138,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Salomi Kleisle,4,2024-01-05 00:00:00,08:16:00,7 Loeprich Court,Strängnäs,"skin_rash, pus_filled_pimples, scurring"
139,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Parker Meagher,3,26/05/2024,13:35:00,80799 Esch Way,Cortiçóis,"skin_rash, blackheads, scurring"
140,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Jermain Pasquale,2,30/05/2024,15:53:00,41222 Lindbergh Avenue,Fort Beaufort,"skin_rash, pus_filled_pimples, blackheads, scurring"
141,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Giustina Marsh,5,22/05/2024,09:10:00,7 Myrtle Trail,Malalag,"skin_rash, pus_filled_pimples, blackheads, scurring"
142,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Victoir Stroband,3,19/05/2024,18:50:00,72 Namekagon Circle,Iwŏn-ŭp,"pus_filled_pimples, blackheads, scurring"
143,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Rancell Santori,4,2024-09-05 00:00:00,20:01:00,4497 Eagan Park,Gómez,"skin_rash, blackheads, scurring"
144,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Teodoor Ciardo,2,2024-03-05 00:00:00,09:46:00,97024 Russell Park,Petrolina de Goiás,"skin_rash, pus_filled_pimples, scurring"
145,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Marcile Champley,4,2024-06-05 00:00:00,17:58:00,02062 Fair Oaks Hill,Saint-Pierre-des-Corps,"skin_rash, pus_filled_pimples, blackheads"
146,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Lamond Triggs,1,13/05/2024,13:42:00,91 Donald Point,Chernomorskiy,"skin_rash, pus_filled_pimples, blackheads, scurring"
147,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Lindon Pountney,2,29/05/2024,15:35:00,74388 Fallview Street,Stamford,"skin_rash, pus_filled_pimples, blackheads"
148,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Lurlene Steptowe,1,2024-07-05 00:00:00,14:21:00,7024 East Pass,Zaokskiy,"skin_rash, pus_filled_pimples, scurring"
149,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Nicoline St. Quintin,2,2024-02-05 00:00:00,19:31:00,92 Brentwood Court,Staraya Kupavna,"skin_rash, blackheads, scurring"
150,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Jackquelin Olenikov,1,2024-02-05 00:00:00,12:31:00,52294 Badeau Street,Nanning,"skin_rash, pus_filled_pimples, blackheads, scurring"
151,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Rodolph Brayley,2,2024-03-05 00:00:00,12:25:00,372 Heffernan Trail,Bay-ang,"skin_rash, pus_filled_pimples, blackheads, scurring"
152,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Myrah Shearme,1,2024-12-05 00:00:00,13:21:00,67708 Fairview Trail,Bukama,"pus_filled_pimples, blackheads, scurring"
153,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Lindsy Peegrem,1,2024-10-05 00:00:00,08:33:00,74 Atwood Street,Järfälla,"skin_rash, blackheads, scurring"
154,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Joycelin Jeroch,4,2024-07-05 00:00:00,08:12:00,96 Anzinger Circle,Weiyanggong,"skin_rash, pus_filled_pimples, scurring"
155,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Inna Uff,5,28/05/2024,20:57:00,8404 Warrior Circle,Västerås,"skin_rash, pus_filled_pimples, blackheads"
156,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Lauraine Shimoni,3,19/05/2024,18:07:00,04 Toban Parkway,Sremski Karlovci,"skin_rash, pus_filled_pimples, blackheads, scurring"
157,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Nanice Higgen,5,14/05/2024,14:33:00,92 Mandrake Drive,Tournon-sur-Rhône,"skin_rash, pus_filled_pimples, blackheads"
158,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Marie Trevallion,5,15/05/2024,15:05:00,66174 Spohn Terrace,Chambar,"skin_rash, pus_filled_pimples, scurring"
159,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Beatrix Roadknight,5,30/05/2024,10:48:00,60925 Dryden Lane,Reims,"skin_rash, blackheads, scurring"
160,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Melita Dunthorn,2,18/05/2024,10:15:00,9 Grasskamp Hill,Chat Trakan,"skin_rash, pus_filled_pimples, blackheads, scurring"
161,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Selestina Silversmid,1,2024-11-05 00:00:00,17:26:00,7 Dawn Drive,Logroño,"skin_rash, pus_filled_pimples, blackheads, scurring"
162,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Jacquelynn Avrahamoff,5,2024-08-05 00:00:00,11:59:00,07 Kings Lane,Kushtia,"pus_filled_pimples, blackheads, scurring"
163,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Nicolette Schops,1,2024-12-05 00:00:00,18:23:00,0714 Blaine Road,El Gouna,"skin_rash, blackheads, scurring"
164,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Sheffield Aylmer,5,19/05/2024,18:18:00,7 Mifflin Pass,Yerba Buena,"skin_rash, pus_filled_pimples, scurring"
165,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Franciskus Streeting,3,14/05/2024,09:31:00,6926 Esker Point,Mādabā,"skin_rash, pus_filled_pimples, blackheads"
166,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Pollyanna Reynault,3,2024-08-05 00:00:00,13:29:00,4 Grim Terrace,Jiwuwu,"skin_rash, pus_filled_pimples, blackheads, scurring"
167,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Kennan Revens,3,17/05/2024,20:57:00,545 Mallory Parkway,Kitui,"skin_rash, pus_filled_pimples, blackheads"
168,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Vivi Tappin,3,17/05/2024,15:39:00,07 Melby Way,Banxi,"skin_rash, pus_filled_pimples, scurring"
169,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Daven Riddich,4,2024-08-05 00:00:00,09:27:00,555 Parkside Point,Navotas,"skin_rash, blackheads, scurring"
170,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Ajay Johl,2,18/05/2024,09:56:00,47676 Bluestem Alley,Karlskoga,"skin_rash, pus_filled_pimples, blackheads, scurring"
171,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Jasmina Halifax,5,25/04/2024,14:52:00,24 Northfield Crossing,Shipu,"skin_rash, pus_filled_pimples, blackheads, scurring"
172,Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Kalil Marco,2,2024-02-05 00:00:00,11:51:00,0971 Melody Junction,Tsimkavichy,"pus_filled_pimples, blackheads, scurring"
173,Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,dermatologist,Minna Longhi,3,28/04/2024,10:49:00,4 Utah Way,Venëv,"skin_rash, blackheads, scurring"
174,Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,dermatologist,Benni Pandey,1,2024-09-05 00:00:00,16:18:00,845 Kropf Way,Pojok,"skin_rash, pus_filled_pimples, scurring"
175,Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,dermatologist,Alexandro Heibel,4,27/04/2024,19:47:00,63 Welch Court,Winnica,"skin_rash, pus_filled_pimples, blackheads"
176,Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,dermatologist,Brien Ruggiero,3,21/05/2024,17:57:00,35 Buena Vista Center,San Jose,"skin_rash, pus_filled_pimples, blackheads, scurring"
